id,created_at,text
1383406305868541959,2021-04-17 13:05:40,"RT @RolandTichy: Laut Umfragen gewinnt Markus Söder als Kakadu erheblich Stimmen von SPD, Grünen und Linken? Wer's glaubt wird selig. https…"
1383406177736814602,2021-04-17 13:05:09,RT @EinAugenschmaus: Weder #Laschet noch #Söder oder gar #Merz sind geeignete Kanzlerkandidaten. Ich möchte nicht das Land von Männern gefü…
1383406161710379009,2021-04-17 13:05:06,"RT @reitschuster: Vera Lengsfeld kennt Angela #Merkel seit 1990 und weiß, dass sie die CDU im Grunde immer abgelehnt hat. Hier ihre aktuell…"
1383406119838642190,2021-04-17 13:04:56,"RT @DanielC_BILDde: Die als konservativ bekannte heute-show Redaktion vergleicht Markus Söder mit Donald Trump. Das letzte Mittel, um den b…"
1383406108174213126,2021-04-17 13:04:53,"@HypoVereinsbank Und ich dachte erst, hier wird der erste echte alternative Wahlvorschlag gegenüber Laschet und Söder vorgestellt. 😢"
1383406075618074633,2021-04-17 13:04:45,So denken viele an der CDU-Basis: Söder hat nicht die von ihm gewünschte Unterstützung „ in der Breite“ #unionfuerlaschet https://t.co/N97WpppEM5
1383406036107759620,2021-04-17 13:04:36,#soeder #CDU #CSU #politikposse #nichtvergessen https://t.co/MBAGvcZcCE
1383406024510513156,2021-04-17 13:04:33,"RT @RZitelmann: Deutschland hat so viele intelligente Menschen, Unternehmer, Facharbeiter, Selbstständige. Aber dann gibt es bei der Bundes…"
1383406006948876295,2021-04-17 13:04:29,"@Patrick_Kunkel @Kaler_Berlin @CduJakob Patrick Kunkel, schätze Sie sehr für Ihr Wirken gegen den Nationalismus und glaube, dass Sie einer der coolsten Bürgermeister in 🇩🇪 sind. Was von NRW-Günstlingen vom Stapel gelassen wird um Söder zu diskreditieren ist tatsächlich beleidigend.
Sie hab ich auch nicht angesprochen."
1383405988229783557,2021-04-17 13:04:24,"@herr_berrt @XveynaX @georgrestle Und dann sind Sie sowieso für Söder, weil er der einfachere Gegner ist"
1383405956944433157,2021-04-17 13:04:17,@Heiner4A Müller ist ähnlich empathiefrei wie Söder
1383405897150439426,2021-04-17 13:04:02,"@AndrSch78305569 @KarinReithel @Markus__Lanz @ZDF @KLeikert @SWagenknecht @MFeldenkirchen Der eine sagt Vertrauensbruch von Söder, der andere spricht von einem Taschenspielertrick von Laschet. Warum gab und gibt es bis heute keinen formellen Beschluss des Vorstands bzw. des Präsidiums."
1383405863986110468,2021-04-17 13:03:55,"@shlomosapiens Was denn? Will jemand den Laschet? Bayern geht es gut, mal abgesehen von Corona. Söder hat verwaltet, was seit Strauß aufgebaut wurde. Besser als Merkel ist er allemal.
(Bin kein Söder Fangirl)."
1383405856339857413,2021-04-17 13:03:53,"@itsmarcff @Philosophisch15 Söder in der Rolle desjenigen, dessen Name nicht genannt werden darf."
1383405835167010821,2021-04-17 13:03:48,"@reitschuster Komisch, INSA, der AfD ebenso nahestehend wie sie, sieht das ganz anders. Laut deren Umfrage, bekommt die CDU mit Söder rund 10%P mehr als mit Laschet."
1383405802128433153,2021-04-17 13:03:40,"RT @DanielC_BILDde: Die als konservativ bekannte heute-show Redaktion vergleicht Markus Söder mit Donald Trump. Das letzte Mittel, um den b…"
1383405792167030802,2021-04-17 13:03:37,"Falls ihr denkt, dass das Laschet/Söder-Gebalge unwürdig für die Union ist - es hätte natürlich auch ganz anders kommen können. Nur wer erklärt ihm das mit den Hähnchen? https://t.co/lDGAmtnKEL"
1383405768326610951,2021-04-17 13:03:32,RT @shlomosapiens: Warum wird dem Söder eigentlich so eine enorme Krisenmanagerkompetenz zugetraut? Die Zahlen für Bayern sind vergleichswe…
1383405726551343104,2021-04-17 13:03:22,"RT @reitschuster: Vera Lengsfeld kennt Angela #Merkel seit 1990 und weiß, dass sie die CDU im Grunde immer abgelehnt hat. Hier ihre aktuell…"
1383405706976452610,2021-04-17 13:03:17,RT @shlomosapiens: Warum wird dem Söder eigentlich so eine enorme Krisenmanagerkompetenz zugetraut? Die Zahlen für Bayern sind vergleichswe…
1383405690706751491,2021-04-17 13:03:13,RT @EinAugenschmaus: Weder #Laschet noch #Söder oder gar #Merz sind geeignete Kanzlerkandidaten. Ich möchte nicht das Land von Männern gefü…
1383405655118073858,2021-04-17 13:03:05,"RT @dergazetteur: Pro und Contra #SOEDERvsLASCHET 

Pro Söder:
- Ist nicht Laschet
Contra Söder:
- Ist Söder

Pro Laschet:
- Ist nicht Söde…"
